percent_share,expected_share,RCA,iso_3digit_alpha,country_name_full,product_description
1.15841,0.05128,23,NER,Niger,Bovine cattle including buffaloes
0.33662,0.01745,19,NER,Niger,"Rice in the husk or not, not further prepared"
3.49841,0.01654,212,NGA,Nigeria,"Ships, boats and other vessels for breaking up"
3.25044,0.02562,127,NGA,Nigeria,Flexible tubing and piping of base metal
0.17958,0.00351,51,NGA,Nigeria,Ores and concentrates of tin
0.02447,0.00093,26,NGA,Nigeria,Chamois dressed leather
0.12951,0.00514,25,NGA,Nigeria,Leather of sheep and lamb skins
0.07571,0.00325,23,NGA,Nigeria,Leather of goat and kid skins
1.05361,0.05089,21,NGA,Nigeria,"Cocoa beans, raw or roasted"
0.137,0.00792,17,NGA,Nigeria,Wood charcoal
71.80139,5.5729,13,NGA,Nigeria,Crude petroleum
0.00848,0.00097,9,NGA,Nigeria,Ores & concentrates of tungsten
96.72475,0.44848,216,NIU,Niue,"Ships and boats, other than warships"
0.14146,0.00272,52,NIU,Niue,"Coin other than gold ,not being legal tender"
0.37414,0.08293,5,NIU,Niue,"Fruit juices & vegetable juices, unfermented"
0.36453,0.08726,4,NIU,Niue,"Bonded fibre fabrics & articles thereof, n.e.s."
0.029,0.00885,3,NIU,Niue,"Naturalists"" collections, collector numismatic p."
0.0336,0.01091,3,NIU,Niue,Natural honey
0.01458,0.00486,3,NIU,Niue,Prepared rubber accelerators
0.15938,0.05451,3,NIU,Niue,"Christmas decorations, etc."
0.00966,0.0041,2,NIU,Niue,Other non military arms
0.02603,0.01171,2,NIU,Niue,Sand excluding metal bearing sand
1.5353,0.00197,779,NFK,Norfolk Islands,Petroleum jelly (petrolatum)
7.501,0.01512,496,NFK,Norfolk Islands,Activated carbon & actv. nat. mineral products
8.75914,0.04248,206,NFK,Norfolk Islands,"Seeds, fruit & spores for planting"
0.15388,0.00159,97,NFK,Norfolk Islands,Waste & scrap of unhardened rubber
2.06827,0.02564,81,NFK,Norfolk Islands,"Prepared glazings, dressings and mordants"
13.87274,0.17866,78,NFK,Norfolk Islands,Oil seed cake & meal & other veg. Oil residues
2.17973,0.03574,61,NFK,Norfolk Islands,"Sawlogs & veneer logs, in the rough non conifer"
0.50223,0.01321,38,NFK,Norfolk Islands,"Cocoa powder, unsweetened"
5.39591,0.17967,30,NFK,Norfolk Islands,"Paper/board, impregnated, coated etc. in rol. she."
5.51473,0.19761,28,NFK,Norfolk Islands,"Insecticides, fungicides, disinfectants"
0.09732,0.00226,43,NOR,"Norway, Svalbard and Jan Mayen",Concentrated sulphite lye
0.47367,0.01421,33,NOR,"Norway, Svalbard and Jan Mayen",Ferro manganese
1.12912,0.03776,30,NOR,"Norway, Svalbard and Jan Mayen","Fish, salted, dried or smoked"
10.73113,0.41865,26,NOR,"Norway, Svalbard and Jan Mayen","Fish, fresh, chilled or frozen"
0.05411,0.00211,26,NOR,"Norway, Svalbard and Jan Mayen",Other artificial plastic materials
1.12144,0.04439,25,NOR,"Norway, Svalbard and Jan Mayen",Amide function compounds
0.48897,0.02141,23,NOR,"Norway, Svalbard and Jan Mayen",Warships of all kinds
1.42176,0.07642,19,NOR,"Norway, Svalbard and Jan Mayen","Nickel and nickel alloys, unwrought"
0.04209,0.00235,18,NOR,"Norway, Svalbard and Jan Mayen",Manganese oxides
0.36146,0.02064,18,NOR,"Norway, Svalbard and Jan Mayen",Gravel & crushed stone
27.33998,0.12475,219,MNP,Northern Mariana Islands,Copper waste and scrap
32.45832,0.20284,160,MNP,Northern Mariana Islands,Iron & steel scrap
10.53702,0.07032,150,MNP,Northern Mariana Islands,Aluminium waste and scrap
0.19241,0.00159,121,MNP,Northern Mariana Islands,Waste & scrap of unhardened rubber
0.21734,0.00503,43,MNP,Northern Mariana Islands,"Pianos, harpsichords, keyboard string instruments"
0.70678,0.01928,37,MNP,Northern Mariana Islands,Compressed gas cylinders of iron or steel
0.39406,0.01115,35,MNP,Northern Mariana Islands,Peat briquettes & peat
1.35682,0.07427,18,MNP,Northern Mariana Islands,"Photographic equipment, n.e.s."
4.68054,0.28164,17,MNP,Northern Mariana Islands,Air conditioning machines
0.24985,0.01542,16,MNP,Northern Mariana Islands,"Manufactures of leather, n.e.s."
0.20663,0.00083,249,FSM,Federated State of Micronesia,Coral and shells and their wastes
98.50279,0.41865,235,FSM,Federated State of Micronesia,"Fish, fresh, chilled or frozen"
0.09024,0.01074,8,FSM,Federated State of Micronesia,"Basketwork, wickerwork, etc. of plaiting material"
0.08354,0.01047,8,FSM,Federated State of Micronesia,"Nets and netting of cordage, etc."
0.02016,0.00344,6,FSM,Federated State of Micronesia,"Used or new rags, scrap cordage or worm out art."
0.20769,0.09929,2,FSM,Federated State of Micronesia,Prepared or preserved fish incl. caviar
0.02383,0.02096,1,FSM,Federated State of Micronesia,Original sculptures and statuary
0.07453,0.07032,1,FSM,Federated State of Micronesia,Aluminium waste and scrap
0.01177,0.01349,1,FSM,Federated State of Micronesia,"Cordage, cable, rope, twine"
0.14229,0.20284,1,FSM,Federated State of Micronesia,Iron & steel scrap
77.37584,0.44848,173,MHL,Marshall Islands,"Ships and boats, other than warships"
0.82148,0.01654,50,MHL,Marshall Islands,"Ships, boats and other vessels for breaking up"
0.03129,0.00123,26,MHL,Marshall Islands,"Wire of iron or steel, of types used for fencing"
7.79639,0.41865,19,MHL,Marshall Islands,"Fish, fresh, chilled or frozen"
1.71651,0.13302,13,MHL,Marshall Islands,Oils & other prod. of the  distillation/coal tar
0.01029,0.00083,12,MHL,Marshall Islands,Coral and shells and their wastes
0.56955,0.05597,10,MHL,Marshall Islands,"Machinery parts, non electrical, n.e.s."
0.19189,0.03656,5,MHL,Marshall Islands,"Ammonia, anhydrous or in aqueous solution"
0.06609,0.01323,5,MHL,Marshall Islands,Coconut copra oil
0.01028,0.00351,3,MHL,Marshall Islands,"Other articles of cordage, etc."
2.51943,0.01654,152,PLW,Palau,"Ships, boats and other vessels for breaking up"
58.27298,0.41865,139,PLW,Palau,"Fish, fresh, chilled or frozen"
0.06637,0.00083,80,PLW,Palau,Coral and shells and their wastes
0.20615,0.00272,76,PLW,Palau,"Coin other than gold ,not being legal tender"
0.01716,0.00038,45,PLW,Palau,Airships & balloons
0.1204,0.00885,14,PLW,Palau,"Naturalists"" collections, collector numismatic p."
0.09528,0.00833,11,PLW,Palau,"Cider & fermented beverages, n.e.s."
0.61174,0.07032,9,PLW,Palau,Aluminium waste and scrap
0.08306,0.01154,7,PLW,Palau,"Other materials of vegetable origin, n.e.s."
13.09904,1.92022,7,PLW,Palau,Other telecommunications equipment
2.29014,0.01826,125,PAK,Pakistan,"Other cotton fabrics, woven unbleached"
11.57192,0.13213,88,PAK,Pakistan,Linens and other furnishing art. Of textile
0.55035,0.00662,83,PAK,Pakistan,Paving and flagstones of natural stone
0.18101,0.00223,81,PAK,Pakistan,"Cotton waste, not carded or combed"
0.00731,1.00E-04,76,PAK,Pakistan,"Terry fabrics of cotton, unbleached"
0.04917,0.00073,67,PAK,Pakistan,"Gas, manufactured"
0.21068,0.00325,65,PAK,Pakistan,Leather of goat and kid skins
1.10264,0.01745,63,PAK,Pakistan,"Rice in the husk or not, not further prepared"
0.33197,0.00584,57,PAK,Pakistan,Natural steatite; talc
0.27074,0.0049,55,PAK,Pakistan,"Carpets, carpeting and rugs, knotted"
4.14354,0.07867,53,PAN,Panama,"Bananas including plantains ,fresh"
0.03732,0.00078,48,PAN,Panama,"Grape must, in fermentation or with ferm. arrested"
2.49327,0.0592,42,PAN,Panama,Sulphonamides
3.71466,0.09646,39,PAN,Panama,Oxygen function amino compounds
0.3793,0.01195,32,PAN,Panama,Oils of fish and marine mammals
0.1267,0.00465,27,PAN,Panama,"Name plates, sign plates, etc. of base metal"
1.89997,0.07032,27,PAN,Panama,Penicillin streptom. Tyrocidine & oth. Antibiot
3.17584,0.13302,24,PAN,Panama,Oils & other prod. of the  distillation/coal tar
0.51315,0.02177,24,PAN,Panama,Tugs
0.12055,0.0053,23,PAN,Panama,Other prepared explosives
0.29532,0.00073,403,PNG,Papua New Guinea,"Gas, manufactured"
0.14072,0.00035,398,PNG,Papua New Guinea,"Copra, ex. flour and meal"
5.76135,0.03574,161,PNG,Papua New Guinea,"Sawlogs & veneer logs, in the rough non conifer"
4.97695,0.03585,139,PNG,Papua New Guinea,Nickel/speis matte & other intermediate prod.
0.3436,0.00665,52,PNG,Papua New Guinea,Vanilla
1.7513,0.04645,38,PNG,Papua New Guinea,"Ores & conc. of silver, platinum, etc."
0.43586,0.01363,32,PNG,Papua New Guinea,Palm kernel oil
6.89018,0.32293,21,PNG,Papua New Guinea,Ores and concentrates of copper
3.51647,0.16742,21,PNG,Papua New Guinea,Palm oil
35.61861,1.70342,21,PNG,Papua New Guinea,"Gas, natural"
0.01701,8.00E-05,218,PRY,Paraguay,"Other coarse hair, not carded or combed"
5.0667,0.04892,104,PRY,Paraguay,Soya bean oil
19.90595,0.19661,101,PRY,Paraguay,Electric energy
0.09154,0.00105,87,PRY,Paraguay,Mate
20.00415,0.30287,66,PRY,Paraguay,Soya beans
0.46957,0.00792,59,PRY,Paraguay,Wood charcoal
0.03446,6.00E-04,57,PRY,Paraguay,Peel of melons & citrus fruit not pres by sugar
0.97924,0.01745,56,PRY,Paraguay,"Rice in the husk or not, not further prepared"
8.77225,0.17866,49,PRY,Paraguay,Oil seed cake & meal & other veg. Oil residues
13.00181,0.28427,46,PRY,Paraguay,"Meat of bovine animals, fresh, chilled or frozen"
3.20983,0.03928,82,PER,Peru,"Meat & fish meal, unfit for human consumption"
25.44376,0.32293,79,PER,Peru,Ores and concentrates of copper
0.87537,0.01195,73,PER,Peru,Oils of fish and marine mammals
0.12282,0.00194,63,PER,Peru,"Wool or anim. Hair, carded or combed, ex. Tops"
2.09138,0.03355,62,PER,Peru,Ores and concentrates of lead
0.09162,0.0015,61,PER,Peru,Colour lakes
3.45648,0.05837,59,PER,Peru,Ores and concentrates of zinc
0.11068,0.00211,52,PER,Peru,"Yarn wool or anim hair, put up for retail sale"
1.96554,0.04874,40,PER,Peru,"Grapes, fresh"
1.82394,0.04961,37,PER,Peru,"Berries, fresh"
1.06097,0.01323,80,PHL,Philippines,Coconut copra oil
0.70522,0.02156,33,PHL,Philippines,Ores & concentrates of nickel
2.00243,0.07867,25,PHL,Philippines,"Bananas including plantains ,fresh"
0.15821,0.00656,24,PHL,Philippines,Pulp other than wood pulp
0.70069,0.03585,20,PHL,Philippines,Nickel/speis matte & other intermediate prod.
0.42167,0.02532,17,PHL,Philippines,Lignite briquettes and lignite
0.01297,0.00085,15,PHL,Philippines,Other worked animal carving mat. and art. thereof
0.01229,0.00082,15,PHL,Philippines,"Instrument panel clocks, etc"
16.29303,1.25967,13,PHL,Philippines,Electrical parts of mach.& appliances
0.04759,0.00369,13,PHL,Philippines,Other ores & conc. of non-ferrous base metals.
1.15641,0.00065,1789,PCN,Pitcairn,Postage and similar stamps of philatelic inter.
12.0906,0.04645,260,PCN,Pitcairn,"Ores & conc. of silver, platinum, etc."
3.786,0.07867,48,PCN,Pitcairn,"Bananas including plantains ,fresh"
23.13326,0.54637,42,PCN,Pitcairn,Footwear with soles of leather/rubber/plastic
1.5726,0.04064,39,PCN,Pitcairn,"Coffee extracts, essences, concentrates"
3.24509,0.08799,37,PCN,Pitcairn,"Printed books, pamphlets, etc"
2.2983,0.07199,32,PCN,Pitcairn,"Pastry, biscuits, cakes & fine bakers wares"
4.87451,0.21426,23,PCN,Pitcairn,"Gas turbines, other than for aircraft"
0.10202,0.00474,22,PCN,Pitcairn,"Pearls, not set or strung"
5.09442,0.28427,18,PCN,Pitcairn,"Meat of bovine animals, fresh, chilled or frozen"
0.02989,0.00178,17,POL,Poland,"Rye, unmilled"
0.74335,0.04553,16,POL,Poland,"Coke & semi coke of coal, of lignite or of peat"
0.38278,0.02679,14,POL,Poland,Razors and razor blades
0.23152,0.01715,14,POL,Poland,"Candles, tapers, etc."
0.34948,0.02809,12,POL,Poland,Hearing aids
1.44591,0.13871,10,POL,Poland,Cigarettes
0.20487,0.02041,10,POL,Poland,"Boxes, cases, crates, complete"
0.10949,0.01145,10,POL,Poland,"Fur skins, undressed"
0.03425,0.00363,9,POL,Poland,Mineral tar
0.47391,0.05205,9,POL,Poland,Domestic washing machines whether or not elec.
0.75748,0.00384,197,PRT,Portugal,Articles of natural cork
0.70479,0.00481,147,PRT,Portugal,Agglomerated cork and articles thereof
0.15518,0.00148,105,PRT,Portugal,"Cork, unworked, crushed, granulated; waste cork"
0.02506,3.00E-04,84,PRT,Portugal,Hat bodies of wool felt and fur felt
0.01857,0.00025,74,PRT,Portugal,"Cork in blocks, plates, sheets or strips, etc."
1.4363,0.04021,36,PRT,Portugal,"Revolution counters, production & similar art."
0.0309,0.00097,32,PRT,Portugal,Ores & concentrates of tungsten
0.30519,0.0132,23,PRT,Portugal,Household ware of other ceramic materials
0.16395,0.0071,23,PRT,Portugal,"Rosin and resin acids, etc."
0.30311,0.01349,22,PRT,Portugal,"Cordage, cable, rope, twine"
52.29589,0.0514,1017,GNB,Guinea-Bissau,"Coconuts, brazil cashew nuts, fresh/dried"
3.14593,0.03574,88,GNB,Guinea-Bissau,"Sawlogs & veneer logs, in the rough non conifer"
1.37163,0.03371,41,GNB,Guinea-Bissau,Bauxite and concentrates of aluminium
12.06906,0.41865,29,GNB,Guinea-Bissau,"Fish, fresh, chilled or frozen"
29.232,5.81302,5,GNB,Guinea-Bissau,NA
0.37861,0.08558,4,GNB,Guinea-Bissau,"Raw cotton, other than linters"
0.35025,0.10504,3,GNB,Guinea-Bissau,"Oil seeds, oil nuts & oil kernels, n.e.s."
0.04464,0.01759,3,GNB,Guinea-Bissau,"Groundnuts peanuts green, ex. flour and meal"
0.17044,0.07837,2,GNB,Guinea-Bissau,Other fresh fruit
0.0711,0.04514,2,GNB,Guinea-Bissau,"Cycles, not motorized"
2.28365,0.00582,392,TLS,Timor-Leste,"Vegetable products, fresh or dried, n.e.s."
0.19605,0.0012,164,TLS,Timor-Leste,Vegetable materials used for plaiting
16.56534,0.1624,102,TLS,Timor-Leste,"Coffee, green or roasted"
0.02625,0.00035,74,TLS,Timor-Leste,"Copra, ex. flour and meal"
0.07269,0.00187,39,TLS,Timor-Leste,"Cloves (whole fruit, cloves & stems)"
0.23818,0.01392,17,TLS,Timor-Leste,"Roots & tubers, fresh or dried, sago pith"
24.9919,1.70342,15,TLS,Timor-Leste,"Gas, natural"
0.13978,0.01154,12,TLS,Timor-Leste,"Other materials of vegetable origin, n.e.s."
48.9297,5.5729,9,TLS,Timor-Leste,Crude petroleum
0.14468,0.01778,8,TLS,Timor-Leste,Hydrogenated oils and fats
0.67351,0.01411,48,QAT,Qatar,"Oxygen, nitrogen, hydrogen, rare gases"
51.47144,1.70342,30,QAT,Qatar,"Gas, natural"
0.56773,0.0215,26,QAT,Qatar,"Sulphur, not sublimed, precipitd or colloidal"
1.76021,0.13686,13,QAT,Qatar,Nitrogenous fertilizers and materials n.e.s
0.39065,0.06087,6,QAT,Qatar,Halogenated derivatives of hydrocarbons
0.02186,0.00346,6,QAT,Qatar,Lead waste and scrap
0.57558,0.09125,6,QAT,Qatar,"Bars rods, ex wire, iron steel not h.c. or all."
0.00609,0.00104,6,QAT,Qatar,"Sulphur, sublimed or precipitated; colloidal sul."
1.67571,0.29193,6,QAT,Qatar,"Aluminium and aluminium alloys, unwrought"
0.19576,0.03656,5,QAT,Qatar,"Ammonia, anhydrous or in aqueous solution"
0.07559,0.00127,60,ROU,Romania,Silk yarn not put up for retail sale
0.34487,0.01107,31,ROU,Romania,"Sheep, lambs and goats"
0.03766,0.00163,23,ROU,Romania,"Image projectors, etc."
0.17436,0.00811,22,ROU,Romania,"Yarn combed sheeps lambs wool, not for retail"
0.03767,0.00211,18,ROU,Romania,"Yarn wool or anim hair, put up for retail sale"
0.60487,0.03574,17,ROU,Romania,Gas or liquid supply meters
0.63815,0.04021,16,ROU,Romania,"Revolution counters, production & similar art."
0.2749,0.02141,13,ROU,Romania,Warships of all kinds
0.03019,0.00246,12,ROU,Romania,"Meat of horses, asses, mules & hinnies, fr.ch.fro."
0.64947,0.05291,12,ROU,Romania,"Tobacco, manufactured for smoking, chewing snuff"
0.05396,0.00176,31,RUS,Russian Federation,"Asbestos, crude, washed or ground"
0.40862,0.02564,16,RUS,Russian Federation,"Pig iron, including cast iron"
0.2702,0.01847,15,RUS,Russian Federation,Nuclear reactors
1.77365,0.15381,12,RUS,Russian Federation,Blooms etc iron or steel not high carb or alloy
0.052,0.00467,11,RUS,Russian Federation,Linseed
0.0192,0.00187,10,RUS,Russian Federation,Ingots iron or steel not high carbon or alloy
0.72576,0.07642,9,RUS,Russian Federation,"Nickel and nickel alloys, unwrought"
0.23481,0.02547,9,RUS,Russian Federation,Sponge iron or steel
0.00222,0.00027,8,RUS,Russian Federation,Mercury
0.51765,0.06253,8,RUS,Russian Federation,Sunflower seed oil
5.55528,0.00351,1583,RWA,Rwanda,Ores and concentrates of tin
1.40144,0.00097,1441,RWA,Rwanda,Ores & concentrates of tungsten
1.93314,0.01178,164,RWA,Rwanda,"Bran, pollard, sharps & other by products"
0.27812,0.00212,131,RWA,Rwanda,"Pumice stone, emery, nat. corundum & mat. abrasives"
5.38389,0.04186,129,RWA,Rwanda,Tea
5.6106,0.0507,111,RWA,Rwanda,"Ores & conc. of titanium, vanadium, molybdem, etc."
0.35999,0.00386,93,RWA,Rwanda,Cereal meal & groats excl. Of wheat or meslin
2.13275,0.02768,77,RWA,Rwanda,Flour of wheat or of meslin
0.07176,0.00095,76,RWA,Rwanda,Matches (excluding Bengal matches)
0.18122,0.00287,63,RWA,Rwanda,"Hides & skins, n.e.s."
2.85757,0.00244,1169,BLM,Saint Barthélemy,"Slag and ash, n.e.s.(incl. kelp)"
0.73536,0.00141,521,BLM,Saint Barthélemy,"Articles of hardened rubber, n.e.s."
7.58977,0.06253,121,BLM,Saint Barthélemy,Sunflower seed oil
0.49751,0.01002,50,BLM,Saint Barthélemy,"Fabrics, woven, of flax or of ramie"
0.11499,0.00241,48,BLM,Saint Barthélemy,"Glass, not optical & enamel in the mass, waste"
22.48497,0.59376,38,BLM,Saint Barthélemy,"Perfumery & cosmetics, dentifrices etc."
5.36394,0.1502,36,BLM,Saint Barthélemy,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
0.05841,0.00176,33,BLM,Saint Barthélemy,"Asbestos, crude, washed or ground"
0.92057,0.028,33,BLM,Saint Barthélemy,"Potatoes, fresh, not including sweet potatoes"
0.11858,0.0042,28,BLM,Saint Barthélemy,Caustic potash; peroxides of potassium / sodium
32.07002,0.20536,156,SHN,Saint Helena,"Crustacean & molluscs, fresh, chilled, salted, dried"
34.25135,0.41865,82,SHN,Saint Helena,"Fish, fresh, chilled or frozen"
0.21953,0.00272,81,SHN,Saint Helena,"Coin other than gold ,not being legal tender"
0.71977,0.02682,27,SHN,Saint Helena,"Unissued postage stamps, banknotes, simil. docum."
6.23063,0.28164,22,SHN,Saint Helena,Air conditioning machines
0.46635,0.02223,21,SHN,Saint Helena,"Tanks, etc. for storage or manuf. use of iron/steel"
0.09422,0.00481,20,SHN,Saint Helena,Agglomerated cork and articles thereof
0.00542,0.00046,12,SHN,Saint Helena,"Acetals, hemiacetals and derivatives"
0.00664,6.00E-04,11,SHN,Saint Helena,Peel of melons & citrus fruit not pres by sugar
0.19961,0.02222,9,SHN,Saint Helena,Road rail and similar containers
1.94344,0.00833,233,KNA,Saint Kitts and Nevis,"Cider & fermented beverages, n.e.s."
0.74394,0.00671,111,KNA,Saint Kitts and Nevis,"Animals, n.e.s."
16.31845,0.27577,59,KNA,Saint Kitts and Nevis,"Drawing, measuring, calculating instruments, etc."
3.07333,0.09004,34,KNA,Saint Kitts and Nevis,"Beer including ale, stout, porter"
27.9742,1.43726,19,KNA,Saint Kitts and Nevis,Apparatus for electrical circuits
0.04504,0.00346,13,KNA,Saint Kitts and Nevis,Lead waste and scrap
0.67209,0.05294,13,KNA,Saint Kitts and Nevis,"Other brooms, brushes, mops, paint rollers.etc."
5.34291,0.44848,12,KNA,Saint Kitts and Nevis,"Ships and boats, other than warships"
12.74445,1.0771,12,KNA,Saint Kitts and Nevis,Electric power machinery
1.31821,0.11386,12,KNA,Saint Kitts and Nevis,"Lemonade & flav. waters, non alcoholic"
2.80562,0.0018,1555,AIA,Anguilla,"Plates, sheets and strip of lead"
1.56704,0.0124,126,AIA,Anguilla,Baby and invalid carriages not motorized
2.85733,0.0245,117,AIA,Anguilla,Old clothing & other textile waste imported
25.23678,0.44848,56,AIA,Anguilla,"Ships and boats, other than warships"
0.07261,0.00303,24,AIA,Anguilla,"Tailors"" dummies, etc."
3.77817,0.19111,20,AIA,Anguilla,Distilled alcoholic beverages
42.73877,2.17286,20,AIA,Anguilla,Medicaments
0.08365,0.00584,14,AIA,Anguilla,Natural steatite; talc
3.36734,0.26714,13,AIA,Anguilla,Articles of iron or steel n.e.s
2.30431,0.2693,9,AIA,Anguilla,"Phonograph records, recorded  tapes, oth. sound rec."
14.4733,0.13767,105,LCA,Saint Lucia,"Fertilizers, n.e.s."
62.34212,5.5729,11,LCA,Saint Lucia,Crude petroleum
0.02899,0.00267,11,LCA,Saint Lucia,Reclaimed rubber
1.21431,0.11902,10,LCA,Saint Lucia,Other acyclic alcohols and derivatives
0.1867,0.0215,9,LCA,Saint Lucia,"Sulphur, not sublimed, precipitd or colloidal"
0.17754,0.02064,9,LCA,Saint Lucia,Gravel & crushed stone
1.10477,0.13686,8,LCA,Saint Lucia,Nitrogenous fertilizers and materials n.e.s
0.17554,0.0293,6,LCA,Saint Lucia,Caustic soda (sodium hydroxide)
0.37686,0.06901,5,LCA,Saint Lucia,"Ethers, ether/alcohols/phenols/peroxides & derivative."
0.4756,0.09004,5,LCA,Saint Lucia,"Beer including ale, stout, porter"
80.16057,0.08983,892,SPM,Saint Pierre and Miquelon,"Crustacean & molluscs, prepared or preserved"
0.80222,0.01494,54,SPM,Saint Pierre and Miquelon,Soups and broths
0.88116,0.05731,15,SPM,Saint Pierre and Miquelon,"Macaroni, spaghetti, noodles, vermicelli etc."
4.62571,0.41865,11,SPM,Saint Pierre and Miquelon,"Fish, fresh, chilled or frozen"
0.08628,0.00885,10,SPM,Saint Pierre and Miquelon,"Naturalists"" collections, collector numismatic p."
0.39353,0.04913,8,SPM,Saint Pierre and Miquelon,Electro magnets & electromagnetic appliances
0.53848,0.07744,7,SPM,Saint Pierre and Miquelon,"Surveying instruments, etc."
3.03569,0.5581,5,SPM,Saint Pierre and Miquelon,Medical instruments & app.exc. electro medical
0.17181,0.03692,5,SPM,Saint Pierre and Miquelon,"Tubes, pipes and blanks, hollow bars of copper"
0.57122,0.12475,5,SPM,Saint Pierre and Miquelon,Copper waste and scrap
6.15653,0.00885,696,VCT,Saint Vincent and the Grenadines,"Naturalists"" collections, collector numismatic p."
3.16999,0.01654,192,VCT,Saint Vincent and the Grenadines,"Ships, boats and other vessels for breaking up"
4.8442,0.02768,175,VCT,Saint Vincent and the Grenadines,Flour of wheat or of meslin
1.47798,0.01392,106,VCT,Saint Vincent and the Grenadines,"Roots & tubers, fresh or dried, sago pith"
2.2147,0.02177,102,VCT,Saint Vincent and the Grenadines,Tugs
14.34324,0.15406,93,VCT,Saint Vincent and the Grenadines,Special purpose vessels(e.g. light vess. dredgers
0.32332,0.01328,24,VCT,Saint Vincent and the Grenadines,Photographic cameras and flashlight apparatus
38.83455,1.70342,23,VCT,Saint Vincent and the Grenadines,"Gas, natural"
8.46876,0.44848,19,VCT,Saint Vincent and the Grenadines,"Ships and boats, other than warships"
0.30358,0.01745,17,VCT,Saint Vincent and the Grenadines,"Rice in the husk or not, not further prepared"
28.88139,0.17084,169,SMR,San Marino,Mach. for cleaning or filling containers
0.07235,0.00055,130,SMR,San Marino,Artificial fur and articles thereof
1.97772,0.01536,129,SMR,San Marino,Machine tools for working minerals
0.10491,0.00088,119,SMR,San Marino,"Fabrics, woven, of vegetable textile fibres n.e.s"
4.84559,0.04585,106,SMR,San Marino,"Machine tools for working wood, plastics, etc."
0.31593,0.00398,79,SMR,San Marino,Vinegar and substitutes for vinegar
0.571,0.00822,69,SMR,San Marino,"Fabrics, woven, of continuous regenerated fibres"
1.27317,0.01835,69,SMR,San Marino,"Fabrics, woven, of wool or animal hair"
0.45609,0.00844,54,SMR,San Marino,"Other clothing accessories, n.e.s."
0.30025,0.00566,53,SMR,San Marino,"Silk fabrics, woven, other than of noil silk"
25.76956,0.05089,506,STP,Sao Tome and Principe,"Cocoa beans, raw or roasted"
2.18836,0.03875,56,STP,Sao Tome and Principe,Springs & leaves for springs of iron or steel
1.16182,0.02076,56,STP,Sao Tome and Principe,"Pepper & pimento, whether or not ground"
41.36725,0.75012,55,STP,Sao Tome and Principe,Jet & gas turbines for aircraft
0.02611,9.00E-04,29,STP,Sao Tome and Principe,"Manuf. of asbestos, other than friction materials"
0.30753,0.01112,28,STP,Sao Tome and Principe,"Articles of nickel, n.e.s."
0.17094,0.00729,23,STP,Sao Tome and Principe,"Sugars, chem. pure excl. sucrose glucose lactose"
0.43704,0.02372,18,STP,Sao Tome and Principe,Metal plastic joints
8.56791,0.52756,16,STP,Sao Tome and Principe,"Parts of aircraft, airships, etc."
2.01153,0.15883,13,STP,Sao Tome and Principe,Chocolate & other food prep. Of cocoa
0.63258,0.03656,17,SAU,Saudi Arabia,"Ammonia, anhydrous or in aqueous solution"
0.044,0.00267,16,SAU,Saudi Arabia,Reclaimed rubber
1.76818,0.11902,15,SAU,Saudi Arabia,Other acyclic alcohols and derivatives
0.7,0.05444,13,SAU,Saudi Arabia,Styrene
63.51867,5.5729,11,SAU,Saudi Arabia,Crude petroleum
0.72671,0.06901,11,SAU,Saudi Arabia,"Ethers, ether/alcohols/phenols/peroxides & derivative."
0.55035,0.05556,10,SAU,Saudi Arabia,Methyl alcohol /methanol/
0.09769,0.01081,9,SAU,Saudi Arabia,"Tropical fruit, dried"
0.00649,0.00104,6,SAU,Saudi Arabia,"Sulphur, sublimed or precipitated; colloidal sul."
0.13199,0.0215,6,SAU,Saudi Arabia,"Sulphur, not sublimed, precipitd or colloidal"
1.63861,0.00257,639,SEN,Senegal,Groundnut /peanut/ oil
8.02984,0.02496,322,SEN,Senegal,Phosphorous pentoxide and phosphoric acids
0.52938,0.00182,291,SEN,Senegal,Discont. synth. fibres or waste carded or combed
4.36784,0.01759,248,SEN,Senegal,"Groundnuts peanuts green, ex. flour and meal"
2.52817,0.01494,169,SEN,Senegal,Soups and broths
4.73851,0.0507,93,SEN,Senegal,"Ores & conc. of titanium, vanadium, molybdem, etc."
1.32459,0.01798,74,SEN,Senegal,"Natural phosphates, whether or not ground"
1.01397,0.01546,66,SEN,Senegal,"Wigs, false beards, switches, etc."
3.14483,0.07202,44,SEN,Senegal,Cement
0.08,0.00184,43,SEN,Senegal,Mustard flour and prepared mustard
1.88854,0.02845,66,SRB,Serbia,"Fruit pres. By freezing, not cont. Added sugar"
0.179,0.00381,47,SRB,Serbia,"Roofing tiles, chimney pots and other ceramic"
0.08822,0.00189,47,SRB,Serbia,Propellant powders
0.40958,0.01542,27,SRB,Serbia,"Manufactures of leather, n.e.s."
0.62151,0.03355,19,SRB,Serbia,Ores and concentrates of lead
0.12028,0.00659,18,SRB,Serbia,Building bricks
0.52423,0.03068,17,SRB,Serbia,Tinned plates and sheets
0.07278,0.00445,16,SRB,Serbia,"Flour & meal of oil seeds, nuts, kernels, fat"
0.21159,0.01371,15,SRB,Serbia,Hunting and sporting ammunition
0.58809,0.039,15,SRB,Serbia,"Apples, fresh"
25.98506,0.09929,262,SYC,Seychelles,Prepared or preserved fish incl. caviar
